Unnamed: 0,name,audio_path,transcription
274,SP14_CH_F_26,E:/Work/My Papers/Dravidian Lang Tech 2026/Dialect based speech processing/Final Dataset/Train/Northern_Dialect/SP14_CH_audio/SP14_CH_F_26.wav,"சமாளிக்க தான் முடியலை மேடம், கை,கால்யெல்லாம் வலிக்குது மேடம். கையும் வலிக்குது காலும் வலிக்குது என்ன பண்றது மேடம் அப்படித்தான் ஒழச்சேயாகனும்."
275,SP14_CH_F_27,E:/Work/My Papers/Dravidian Lang Tech 2026/Dialect based speech processing/Final Dataset/Train/Northern_Dialect/SP14_CH_audio/SP14_CH_F_27.wav,"ஏதாவது ஒரு பாத்ரம் கீத்தரம் கிடந்தா பையன் எடுத்து வப்பான். வீட்டுகாரும் வந்து ஏதாவது பாத்ரம் கீத்தரம் கிடந்துச்சுனா எடுத்து வப்பாரு. இல்ல வீட்டுல ஏதாவது செத்தியா இருந்துச்சுன்னா பெருக்கி விடுவாங்கோ. வாங்க ஏதாவது ஒரு துணிகிணி இருந்துச்சுன்னா எடுத்து கட்டில்மேல போடுவாங்கோ, செய்வாங்கோ சின்ன சின்ன வேலை செய்வாங்கோ அட்ஜஸ்ட் பண்ணுவாங்கோ."
276,SP14_CH_F_28,E:/Work/My Papers/Dravidian Lang Tech 2026/Dialect based speech processing/Final Dataset/Train/Northern_Dialect/SP14_CH_audio/SP14_CH_F_28.wav,"ஆட்டோல தான் வரோம் மேடம். ஆட்டோக்கு வரோம், ஆட்டோ ஒருஒரு நாளைக்கு கிடைக்க மாட்டங்கிது. இங்கயே தூக்கினு ஓடிருவாங்க நோட்ட பத்து எட்டு ஏழு அம்பதுக்கெல்லாம் உள்ள வந்துரனும். அப்படிதான் ஆட்டோல போவ ஆட்டோல வரோம் ஆட்டோல வரோம். ஆட்டோலயே தான் வரோம்."
277,SP14_CH_F_29,E:/Work/My Papers/Dravidian Lang Tech 2026/Dialect based speech processing/Final Dataset/Train/Northern_Dialect/SP14_CH_audio/SP14_CH_F_29.wav,சனிக்கிழம வெள்ளிக்கிழம நாத்திகழமனா லீவ் மேடம். இப்ப கவெர்மென்ட் லீவுனா லீவ்.
278,SP14_CH_F_30,E:/Work/My Papers/Dravidian Lang Tech 2026/Dialect based speech processing/Final Dataset/Train/Northern_Dialect/SP14_CH_audio/SP14_CH_F_30.wav,"காலைல எழுந்த ஒடனமே மூஞ்சி கழிவிக்கின்னு அரிசி எடுத்து ஊற வச்சிட்டு, அரிசி எடுத்து ஊற வச்சிட்டு, பாத்ரூம் போயிட்டு வருவேன். பாத்ரூம் போயிட்டு வந்து அடுப்ப காஸ் பத்த வைப்பேன். பத்து வச்சி அரிசி கழுவி போட்டு, தக்காளி வெங்காயம் அரிஞ்சு சாப்பாடு கொழம்பு செய்யனும் மேடம். ரெண்டு கொழம்பு செய்யனும் மேடம், அது ஒரு கொழம்பு ஒரு சட்னி ரெண்டு செய்யணும் செய்துட்டு."
279,SP14_CH_F_31,E:/Work/My Papers/Dravidian Lang Tech 2026/Dialect based speech processing/Final Dataset/Train/Northern_Dialect/SP14_CH_audio/SP14_CH_F_31.wav,ரெஸ்டே கிடயாது மேடம்.
280,SP14_CH_F_32,E:/Work/My Papers/Dravidian Lang Tech 2026/Dialect based speech processing/Final Dataset/Train/Northern_Dialect/SP14_CH_audio/SP14_CH_F_32.wav,மீன் பிடிக்க போலாமா இதுக்கு போவேன் பத்துரூவா காசு வேணுமே பஸ்பர் வேணுமே. அதனால எங்க ஊர்ல கைவேலி இருக்குது இப்படி பக்கத்துல கைவேலி அந்த கைவேலிக்கு எறா புடிச்சிட்டு வந்து கொடுத்தா ஒருகிலோ ஐநூறு ரூவா அப்படி வாங்குபவோம். அதுக்கு போவோம்.
281,SP14_CH_F_33,E:/Work/My Papers/Dravidian Lang Tech 2026/Dialect based speech processing/Final Dataset/Train/Northern_Dialect/SP14_CH_audio/SP14_CH_F_33.wav,ரெஸ்ட்யே கிடையாது. நானா எடுத்துக்கிண்ணாதான் ரெஸ்ட். கிடக்கட்டும் போட்டுட்டு கொஞ்சம் ரெஸ்ட் எடுக்கலாம்னா அப்பதான் ரெஸ்ட் முடியும். ரெஸ்ட்யே கிடையாது. சுடுகாட்ல கூட ரெஸ்ட் இருக்குதா இல்லையா தெரியல எனக்கு.
282,SP14_CH_F_34,E:/Work/My Papers/Dravidian Lang Tech 2026/Dialect based speech processing/Final Dataset/Train/Northern_Dialect/SP14_CH_audio/SP14_CH_F_34.wav,போட்ஸ்ம் கிடையாது ஒன்னும் கிடையாது மேடம் அப்போம். ஒன்னும் கிடையாது கபடி ஆடுவோம் சின்ன புள்ளைங்கள ரோட்ல கபடி ஆடுவோம்.
283,SP14_CH_F_35,E:/Work/My Papers/Dravidian Lang Tech 2026/Dialect based speech processing/Final Dataset/Train/Northern_Dialect/SP14_CH_audio/SP14_CH_F_35.wav,அப்ப பிட்டா என்ன மேடம் உங்களுக்கு பிட்டா சோறுதான் மருந்தில்லாத சாப்பாடு அது . அதான் எங்க பிட் வேற எதும் இல்ல. அப்ப இருந்தது மருந்தில்லாத பொழப்பு. இப்பதான் சின்ன ஒரு பொருள் கூட மருந்து போட்டு விவசாயம் பண்றாங்க. அப்ப விவசாயத்தை பத்தி தான் சாப்பிட்டு வாழந்தோம் கண்டு இப்போ ஊட்டசக்தி ஒண்ணுமே கிடையாது.
284,SP14_CH_F_36,E:/Work/My Papers/Dravidian Lang Tech 2026/Dialect based speech processing/Final Dataset/Train/Northern_Dialect/SP14_CH_audio/SP14_CH_F_36.wav,அத பாக்க மாட்டேன் மேடம். சீரியல் மட்டும்தான் பாப்பேன் வேற எதையும் பாக்க மாட்டேன் நான்.
285,SP14_CH_F_37,E:/Work/My Papers/Dravidian Lang Tech 2026/Dialect based speech processing/Final Dataset/Train/Northern_Dialect/SP14_CH_audio/SP14_CH_F_37.wav,ஸ்பெஷல் என்ன தீபாவளி பொங்கல் இது தான் ஸ்பெஷல் வேறு எதுவும் ஸ்பெஷல் கிடையாது.
286,SP14_CH_F_38,E:/Work/My Papers/Dravidian Lang Tech 2026/Dialect based speech processing/Final Dataset/Train/Northern_Dialect/SP14_CH_audio/SP14_CH_F_38.wav,"அவ்வளவா கேக்க மாட்டாங்கோ. இப்ப வந்து அதுக்கு முன்ன வசதி இல்ல, தலைவர் வந்துதான் பாக்கணும் நம்ம ஊர்ல கவுன்ஸ்லர் வந்துதான் நம்ம ஊர்ல இத ஏற்பட்டு பண்ணனும் கொள்ளனும்ம்னு சொல்லுவாங்க அப்போ. தண்ணீ நின்னுடும் மழ வரும் தண்ணீ நின்னுடும் அந்த பகுதியில குந்த முடியாதுமா கொஞ்ச நேரம் இடுப்பு வலி. மழ வரும் வீட்டுங்கலாண்டா சேற் கிடயா நின்னுரும் தண்ணீ தலைவர் வருவாரு இத வெட்டிவிடுவாருனுட்டு அப்போது எதிர்பார்த்தாங்க."
287,SP14_CH_F_39,E:/Work/My Papers/Dravidian Lang Tech 2026/Dialect based speech processing/Final Dataset/Train/Northern_Dialect/SP14_CH_audio/SP14_CH_F_39.wav,கலைஞர்க்கு தான் போடுவேன். ஓட்டேய் கலைஞர்க்கு தான் போடுவேன் அப்பத்துல இருந்தே. ஆனா பாக்குறதுக்கு எங்க போட்டன்னா ரெட்டலைக்கு போட்டன்னு சொல்லிட்டு உள்ள வந்துருவேன். ஆனா கலைஞர்க்கு தான். ஏன் ப்ரெண்டுகளுக்கு தெரியும் நீ யாருக்கு போட்ட. ஏன் புருஷனுக்கு தெரியும் இவ யாருக்கு போட்டா ஆனுட்டு. பாக்குறவங்க உங்களுக்கு மெய்யாலுமே போட்டேன்.
288,SP14_CH_F_40,E:/Work/My Papers/Dravidian Lang Tech 2026/Dialect based speech processing/Final Dataset/Train/Northern_Dialect/SP14_CH_audio/SP14_CH_F_40.wav,இருக்குது அந்த விஏஓ ஆபீஸ் விட்டாண்டி இருக்குது. அதுக்கப்புறம் தாலுகா ஆபிஸ்லான் வந்து திருப்போரூர்ல இருக்குது. பக்கம் பக்கம் தான்.
289,SP14_CH_F_41,E:/Work/My Papers/Dravidian Lang Tech 2026/Dialect based speech processing/Final Dataset/Train/Northern_Dialect/SP14_CH_audio/SP14_CH_F_41.wav,ஜிகச் பக்கத்ல தான். அதெல்லாமே பக்கத்ல பக்கத்ல தான். எங்களுக்கு எல்லாமே பக்கத்ல இருக்கு மேடம்.
290,SP14_CH_F_42,E:/Work/My Papers/Dravidian Lang Tech 2026/Dialect based speech processing/Final Dataset/Train/Northern_Dialect/SP14_CH_audio/SP14_CH_F_42.wav,படிக்கவே நேரம் இருக்காதுன்னு சொல்றேனே மேடம். அதுக்கப்புறம் புக் எங்கிருந்து படிக்கறது. ஸ்கூல் பக்கமே நான் போகலேயே.
291,SP14_CH_F_43,E:/Work/My Papers/Dravidian Lang Tech 2026/Dialect based speech processing/Final Dataset/Train/Northern_Dialect/SP14_CH_audio/SP14_CH_F_43.wav,எல்லா பொருளும் வாங்குவோம். வாங்கி யார்கணா கூட கொடுக்கறதுனா கொடுத்துருவோம். எல்லா பொருளும் வாங்குவோம் அத வாங்கி தான நாங்க சாப்பிட முடியும். அது இல்லாம நாங்க என்ன பண்றது. நாங்கென்ன சொத்தா வச்சுக்ரோம். சொத்து வித்தாயிருச்சு அப்புறம் நாங்க எங்க வச்சுக்ரோம் அத வாங்கி தான் நாங்க விவசாயம் எல்லாம் சாப்பிடனும்.
292,SP14_CH_F_44,E:/Work/My Papers/Dravidian Lang Tech 2026/Dialect based speech processing/Final Dataset/Train/Northern_Dialect/SP14_CH_audio/SP14_CH_F_44.wav,வாங்குவாங்க பசங்க வாங்குவாங்க எனக்கு தெரியாது ஏன் பசங்க வாங்கும் ஏன் பையன் வாங்குவான் ஏன் பொண்ணு வாங்கும் ஊரோட ஒரு பொண்ணு கொடுத்துருக்கோம் அது வாங்கி குடுக்கும் பொடவ வாங்கி குடுக்கும் ஆன்லைன்ல புக் பண்ணி. இப்ப ஒரு பொடவ கட்டுறாங்கன்னா அந்த பொடவ நல்ல இருக்குதுனா நீ வாங்காதமா நாங்க வாங்கி தரரோம். புக் பண்ணி வாங்குவாங்கோ. அதெல்லாம் அவங்க வாங்கி தருவாங்கோ.
293,SP14_CH_F_45,E:/Work/My Papers/Dravidian Lang Tech 2026/Dialect based speech processing/Final Dataset/Train/Northern_Dialect/SP14_CH_audio/SP14_CH_F_45.wav,பொண்ணுங்க பேசுவாங்கோ மேடம். பொண்ணும் பேசுவாங்கோ வீட்டுக்காரரு ஆறாதுதான் படிச்சுருக்காரு. ஆனா நான் அது கூட போல ஸ்கூல் பக்கமே. எங்கம்மா வீட்ல நெறயா ஆடு மாடு இதே ஊருதான். நெறயாஆடு மாடு நெறயா அது வந்து நாங்க ஏழு பேரு அக்கா தங்கச்சி. அக்காங்களுக்கு அக்கா மேச்சுக்கின்னு இருக்காங்கான அவங்களுக்கு மேரேச்சு.
294,SP14_CH_F_46,E:/Work/My Papers/Dravidian Lang Tech 2026/Dialect based speech processing/Final Dataset/Train/Northern_Dialect/SP14_CH_audio/SP14_CH_F_46.wav,அப்டின்னா புரியல எனக்கு.
295,SP14_CH_F_47,E:/Work/My Papers/Dravidian Lang Tech 2026/Dialect based speech processing/Final Dataset/Train/Northern_Dialect/SP14_CH_audio/SP14_CH_F_47.wav,சீட்ட கட்டுவோம். லோன் வாங்குவோம். அத கட்டுவோம் அதை அடச்சா உடனே வாங்கிக்கலாம் அப்படிதான் சீட்டு பிடிப்போம்.
296,SP14_CH_F_48,E:/Work/My Papers/Dravidian Lang Tech 2026/Dialect based speech processing/Final Dataset/Train/Northern_Dialect/SP14_CH_audio/SP14_CH_F_48.wav,தெரியாது மேடம். இதே இதே பேச்சுதான் நாங்க இங்கிலீஷ் தமிலு எல்லாருமே அதுமாதிரி பேசமாட்டாங்க. படிச்சவங்க பேசுவாங்க படிக்காதவங்க பேச மாட்டாங்க.
297,SP14_CH_F_49,E:/Work/My Papers/Dravidian Lang Tech 2026/Dialect based speech processing/Final Dataset/Train/Northern_Dialect/SP14_CH_audio/SP14_CH_F_49.wav,விஜயகாந்த் ராதா ரஜினி விஜய் எல்லாம் புடிச்சவங்க தான் மேடம்.
298,SP14_CH_F_50,E:/Work/My Papers/Dravidian Lang Tech 2026/Dialect based speech processing/Final Dataset/Train/Northern_Dialect/SP14_CH_audio/SP14_CH_F_50.wav,எந்த போர். நான் சாப்டுற நாம்ம சாப்பாடுக்கு மீன் கொழம்பு மீன் எந்த மீனா இருந்தாலும் மீன் கொழம்பு வேணும். கருவாட்டுக்குழம்பு மீன்கொழம்பு கறி கோழிக்கறிதான் செய்வோம் நாங்கோ. வேறு ஏதும் செய்ய மாட்டோம். அது வாரத்துல அது கறி வந்து வாரத்துலதான். மீனு கருவாரட்டு கொழம்பு இதெல்லாம் வந்து வாரத்துல மூணு நாளைக்கு செய்வோம் இதான்.
299,SP14_CH_F_51,E:/Work/My Papers/Dravidian Lang Tech 2026/Dialect based speech processing/Final Dataset/Train/Northern_Dialect/SP14_CH_audio/SP14_CH_F_51.wav,நான்வெஜ்னா கறி சமப்போம்.
300,SP14_CH_F_52,E:/Work/My Papers/Dravidian Lang Tech 2026/Dialect based speech processing/Final Dataset/Train/Northern_Dialect/SP14_CH_audio/SP14_CH_F_52.wav,வெத்து சாப்பாடுதான் மேடம். சோறுதான் வெத்த சாப்பாடு இட்லி தோசை சப்பாத்தி இதுயெல்லாம். பிரியாணி இதெல்லாம் செய்ய தெரியாது எனக்கு. செய்யயும் மாட்டேன். என் பொண்ணுங்கா வந்தா செய்வாங்கோ பிரியாணி செய்வாங்கோ அல்லாம் செய்வாங்கோ. எனக்கு தெரிஞ்சது வெத்து சாப்பாடு சப்பாத்தி பூரிசை செய்ய சென்னா செஞ்சு கொடுப்பேன். ஏது கேக்குறாங்களோ ஏன் பசங்களுக்கு அவங்க ரெண்டு பேருக்கு ஏதாவது கேட்டாங்கனா செஞ்சு கொடுத்துடுவோம். அதுக்கு கறி தொக்கு வச்சு கொடுக்க சொல்லுவாங்கோ அத செஞ்சுருவோம்.
301,SP14_CH_F_53,E:/Work/My Papers/Dravidian Lang Tech 2026/Dialect based speech processing/Final Dataset/Train/Northern_Dialect/SP14_CH_audio/SP14_CH_F_53.wav,இட்லியும் சாப்பாடும் கறி கொழம்பும்.
302,SP14_CH_F_54,E:/Work/My Papers/Dravidian Lang Tech 2026/Dialect based speech processing/Final Dataset/Train/Northern_Dialect/SP14_CH_audio/SP14_CH_F_54.wav,போ மாட்டோம் ஹோட்டலுக்கு. என் மருவபுள்ளிங்க வந்தாங்கன்னா மாமியார்தான் கொழம்பு வைக்கணும்பாங்க. அவங்க பொண்டாட்டிங்க கொழம்பு வைக்க கூடாது மீன் கொழம்பு ஏன் மூணு மருமபுள்ளைக்கும் நான்தான் நண்டுவா செய்யணும். நண்டு வாங்கி கொடுத்துருவாங்க நண்டு செய்யணும் மீன் செய்யணும் அவங்க வரக்கரதுக்கு. இதெல்லாமே நான் செஞ்சாதான் அவங்களுக்கு புடிக்கும்.
303,SP14_CH_F_55,E:/Work/My Papers/Dravidian Lang Tech 2026/Dialect based speech processing/Final Dataset/Train/Northern_Dialect/SP14_CH_audio/SP14_CH_F_55.wav,யூடியூப் பொருளான் எங்க வூட்ல புடிக்காது. சாப்ட மாட்டாங்க நம்ம நார்மல் சாப்பாடு தான்.
304,SP14_CH_F_56,E:/Work/My Papers/Dravidian Lang Tech 2026/Dialect based speech processing/Final Dataset/Train/Northern_Dialect/SP14_CH_audio/SP14_CH_F_56.wav,தீபாவளிக்கு காலைல எழுந்து காலையில எழுந்த ஒடனே குளிக்கிறவேல தான். லேடீஸ் குளிச்சுடுவேன். அடுத்தவங்க எப்படியோ நானு எழுந்த ஒடனயே குளிச்சுடுவேன். குளிச்சுட்டு வீட்ட தொடச்சிட்டு அதுக்கப்புறம் தான் தட்டுவல கழிவி தட்டுவலூக்க முன்னாடியே கழிவிடுவோம். அடுத்த குங்கு மஞ்சா வச்சி வாசிக்காலுக்கு வச்சி குங்குமத்த வாச எல்லாத்துக்கும் பொட்டுனு வச்சிட்டு பொட்டு விட்டு வச்சி முடிச்சிட்டு.
305,SP14_CH_F_57,E:/Work/My Papers/Dravidian Lang Tech 2026/Dialect based speech processing/Final Dataset/Train/Northern_Dialect/SP14_CH_audio/SP14_CH_F_57.wav,பொங்கலுக்கு வந்து மாட்டுக பொங்கல் தான் நாங்க கொண்டாடுவோம். மாட்டு பொங்கலுக்கு வந்து காலையில எழுந்த ஒடனே வீட்டுல இருக்க வேலயெல்லாம் செஞ்சிட்டு அதுக்கப்புறம்தான் பொங்கல் வைப்போம். பொங்கல் வச்சு பசங்கயெல்லாம் கூப்ட்டு காசு இருந்தா டிரஸ் எடுத்தம்னா பொங்களுக்கு டிரஸ் போட்டு சாப்டுவோம்.
306,SP14_CH_F_58,E:/Work/My Papers/Dravidian Lang Tech 2026/Dialect based speech processing/Final Dataset/Train/Northern_Dialect/SP14_CH_audio/SP14_CH_F_58.wav,ஆனா அன்னைக்கு போறது ஸ்பெஷல். தீபாவளிக்கு பொங்கலுக்கு போடுறது ஸ்பெஷலு. எப்பவுமே டிரஸ் போறது வேற.
307,SP14_CH_F_59,E:/Work/My Papers/Dravidian Lang Tech 2026/Dialect based speech processing/Final Dataset/Train/Northern_Dialect/SP14_CH_audio/SP14_CH_F_59.wav,கொண்டாட மாட்டோம் நாங்க வந்து இந்து அதெல்லாம் கொண்டாட மாட்டோம். நியூயர்னா வருஷம் வந்து புது வருஷம் வருது பாத்தியா அதுக்கு இதே மாதிரி சாமி கும்புடுவோம்.
308,SP14_CH_F_60,E:/Work/My Papers/Dravidian Lang Tech 2026/Dialect based speech processing/Final Dataset/Train/Northern_Dialect/SP14_CH_audio/SP14_CH_F_60.wav,ஏன் பொண்ணுக்கு வந்து மேரேஜ் வந்து மூணு நாள் நலங்கு அஞ்சு நாள் நலங்கு வச்சாங்க. அஞ்சங்காலுனு மாப்ள வீட்ல அஞ்சங்காலு நடுவாங்க அணிக்கு நமக்கு சொல்வாங்க. அன்னைக்கு நலங்கு வைக்கம்னு அன்னைக்கு நலங்கு வைப்போம் அஞ்சு நாள் நலங்கு வைகச்சு மூன்று நாள் இன்நீக்கு திங்க கிழமயா திங்க கிழம ஒரு நலங்கு செவ்வாகிழம ஒரு நலங்கு புதன் கிழம ஒரு நலங்கு ஆன்.
309,SP14_CH_F_61,E:/Work/My Papers/Dravidian Lang Tech 2026/Dialect based speech processing/Final Dataset/Train/Northern_Dialect/SP14_CH_audio/SP14_CH_F_61.wav,மாப்பிள்ளை வீட்ல தான் நாங்கெல்லாம் கல்யாணம் பண்ணுவோம். சீர்சிறப்ப வண்டிகண்டி நக நகட்டு எல்லா மாப்ள வீட்டுக்கு அன்னைக்குதான் பொண்ணா இட்டுக்கினு போற அன்னைக்கு தான் அல்லாத்தயும் கொடுப்போம்.
310,SP14_CH_F_62,E:/Work/My Papers/Dravidian Lang Tech 2026/Dialect based speech processing/Final Dataset/Train/Northern_Dialect/SP14_CH_audio/SP14_CH_F_62.wav,ம்ம் இருக்கு பக்கத்துல இருக்கு. இந்த காலேஜ்க்கு அடுத்தது ஸ்கூல் தான் பக்கத்துல தான் ஸ்கூல்.
311,SP14_CH_F_63,E:/Work/My Papers/Dravidian Lang Tech 2026/Dialect based speech processing/Final Dataset/Train/Northern_Dialect/SP14_CH_audio/SP14_CH_F_63.wav,காலேஜ் வந்து இந்த ஊர்லயே இது தான் காலேஜ். வேற இடத்துல காலேஜ் கிடயாது. புள்ளிங்க படிக்கணும்னா வெளி இடத்துக்கு எங்க சீட் கிடைக்குதோ அந்த இடத்துக்கு போய் படிக்கணும்.
312,SP14_CH_F_64,E:/Work/My Papers/Dravidian Lang Tech 2026/Dialect based speech processing/Final Dataset/Train/Northern_Dialect/SP14_CH_audio/SP14_CH_F_64.wav,பம்சனுல தான் ரொம்ப சொந்தம் பந்தத்தயெல்லாம் பாக்க முடியும். அக்கா தங்கச்சிங்கோ பொண்ணுங்கோ நார்த்தனாரு இவங்கல்லாம் பாக்கணும்நா ஏதாவது ஒரு வாரத்துல ஒரு நாளைக்கு போயிட்டு பாத்துட்டு வருவோம்.
313,SP14_CH_F_65,E:/Work/My Papers/Dravidian Lang Tech 2026/Dialect based speech processing/Final Dataset/Train/Northern_Dialect/SP14_CH_audio/SP14_CH_F_65.wav,நான் ஸ்கூலுக்கே போனது இல்லம்மா ஊரே விவசாயம்தான்மா எங்க வீட்டுல ஆடு மாடு அத மேட்சுக்குனு நாங்க விவசாயம் பண்ணிகின்னு அப்படியே இருக்றோம்.
314,SP14_CH_F_66,E:/Work/My Papers/Dravidian Lang Tech 2026/Dialect based speech processing/Final Dataset/Train/Northern_Dialect/SP14_CH_audio/SP14_CH_F_66.wav,"ஏதாவது வேற கொழம்பு செய்யணும், காலைல கொழம்பு இருந்தா கூட நாங்க சாப்ட்டுப்போம் நானும் ஏன் பையனும் அவருக்கு ஸ்பெஷலா ஏதாவது கொழம்பு செய்யணும் கார சட்னியோ, ஒடச்சகல்ல சட்னியோ தக்காளி சட்னியோ ஏதோ ஒன்னு வச்சு கொடுக்கணும் டிபன் ஊத்தணும் அவருக்கு சாப்பாடு வேற செய்யணும் இதெல்லாம் இருக்குதெம்மா பக்கத்து வீட்ல போயிட்டு எங்கிருந்துயெம்மா குந்தின்னு இருக்க முடியும். பேச கூட நேரம் கிடைக்காதெம்மா."
315,SP14_CH_F_67,E:/Work/My Papers/Dravidian Lang Tech 2026/Dialect based speech processing/Final Dataset/Train/Northern_Dialect/SP14_CH_audio/SP14_CH_F_67.wav,நான் என்ன பண்ணுவேன் அப்போ வழுக்கும் மேடம் காட வழுக்கு எரியும் மேடம் அந்த வழுக்க பொட்டுனு அணைச்சுட்டு தட்டுல சோறு போட்டு வச்சிருப்பாங்க எங்க அம்மா அப்போ வந்து ஓழத்தட்டு அந்த ஓழத்தட்டுல சாப்பாடு வச்சிருப்பாங்க அதுலா போட்டுகின்னு இருக்கிற வழிக்கு வழுக்கு அமைச்சுட்டு சாப்பாட எடுத்துட்டு ஓடிருவேன்.
316,SP14_CH_F_68,E:/Work/My Papers/Dravidian Lang Tech 2026/Dialect based speech processing/Final Dataset/Train/Northern_Dialect/SP14_CH_audio/SP14_CH_F_68.wav,"களி தெரியும்மா கிளறுவாங்க கொஞ்சம் பேருக்கு கொஞ்சம் களிலான் நான் சாப்டமாட்டேன் கூழ் குடிச்சுருவேன் எவ்ளோனாலும் களி சாப்டமாட்டேன். களி சாப்டத்தவங்களுக்கு, களி சாப்பாடு சாப்டுறவங்களுக்கு சாப்பாடு. காலைல வந்து எழுந்துகிற டைம்மு கூழ் தான் இருக்கும்."
317,SP14_CH_F_69,E:/Work/My Papers/Dravidian Lang Tech 2026/Dialect based speech processing/Final Dataset/Train/Northern_Dialect/SP14_CH_audio/SP14_CH_F_69.wav,மதியம்மும் கூழ் தான் பெரிய பாத்திரத்துல வச்சி செய்வாங்க அந்த பெரிய பாத்திரத்துல சாய்ந்திர வரயும் எங்க வீட்ல அந்த கூழ் இருக்கும். ஒரு வேல தான் சாப்பாடு செய்வோம். நெல்லு அறுத்து போட்டுருவாங்கோ விக்க போட்டுருவாங்க. கொஞ்சம் தேவைப்பட்டது சாப்பாடுக்கு வச்சிக்குவோம்.
318,SP14_CH_F_70,E:/Work/My Papers/Dravidian Lang Tech 2026/Dialect based speech processing/Final Dataset/Train/Northern_Dialect/SP14_CH_audio/SP14_CH_F_70.wav,அவங்க அம்மா ஊடுங்க இங்கதான இருக்காங்க வந்தாங்கனா ப்ரெண்ட்ஸங்கள பாக்கணும்னு சொல்லிட்டு அவங்க வருவாங்கோ. நானும் அவங்க வீட்டுக்கு போயிட்டு அவங்க வந்துருந்தாங்கனா போயிட்டு பாத்துட்டு வருவேன்.
319,SP14_CH_F_71,E:/Work/My Papers/Dravidian Lang Tech 2026/Dialect based speech processing/Final Dataset/Train/Northern_Dialect/SP14_CH_audio/SP14_CH_F_71.wav,அத செஞ்சுக்கின்னே சாமான்லான் வாங்கி போட்டு கழுவுவேன் அந்த சிங்க்ல கழுவிகின்னேய் எடுத்து வச்சுட்டு. அதுக்கப்புறம் போயிட்டு சாப்பாடு கட்டிக்கணும் வீட்டுக்காருக்கும் கட்டிக்கணும். இவங்க எல்லாருக்கும் எல்லோருக்கும் கட்டி வச்சுட்டு இந்த டேபிள் மேல எடுத்து வச்சுட்டு ஊடு வாசல பெருக்கணும். பெருக்கிட்டு குளிக்க ஓடுவேன். குளிச்சுட்டு ஒடியார வேலைக்கு பாத்தா டைம் ஆயி போயிரும்.
320,SP14_CH_F_72,E:/Work/My Papers/Dravidian Lang Tech 2026/Dialect based speech processing/Final Dataset/Train/Northern_Dialect/SP14_CH_audio/SP14_CH_F_72.wav,"அங்க இருந்து ஓடியாந்து ஆட்டோ பிடிச்சு வேல செஞ்சுட்டுவீட்டுக்கு போன ஓடணுயம் பாத்தா ஒவ்வொரு பாத்திரம் அழுக்கா கிடக்கும், சாப்பாடு செஞ்ச பாத்திரமும் அத்த கழுவனும். கழுவி கிழுவி கவுத்திட்டு துணி கிடந்தா எடுத்து ஊறவைக்கணும், இந்த நேரத்துல வீட்டுகாருக்கு ஒரு வாரம் பகல் ஒரு வாரம் நைட் வேல. அவருக்கு சாப்பாடு கட்டனும் ஆறு மணிக்கெல்லாம் வேலைக்கு போயிருவாரு."
321,SP14_CH_F_73,E:/Work/My Papers/Dravidian Lang Tech 2026/Dialect based speech processing/Final Dataset/Train/Northern_Dialect/SP14_CH_audio/SP14_CH_F_73.wav,நைட் வந்தான்னா அவருக்கு வேற சாப்பாடு கட்டி முடிக்க வச்சுட்டு துணில குத்துற வரயில மணி ஏழாயிரும். ஏழு மணியிலிருந்து எட்டு ஒன்பதாயிரும் துணிய துவச்சி அலட்சி எடுத்து காய போற வரைக்கும். அதுக்கப்புறம் சாமாங்கிமா கிடந்தா அதயும் கழுவனும். அதுக்கப்புறம் சாப்பாடு செய்யணும் அவங்களுக்கு டிபன் ஊத்தி கொடுத்து அனுப்சுட்டு. அதுக்கப்புறம் நானும் என் பையனுக்கும் சாப்பாடு செய்யணும் செஞ்சிட்டு நான் படுக்கிற வரைக்கும் பதினோரு மணி ஆயிரும் மேடம்.
322,SP14_CH_F_74,E:/Work/My Papers/Dravidian Lang Tech 2026/Dialect based speech processing/Final Dataset/Train/Northern_Dialect/SP14_CH_audio/SP14_CH_F_74.wav,அப்ப வந்து விவசாயத்துல எரு போடுவாங்கோ செத்த போடுவாங்கோ தேவக்க வச்சு கழினில போடுவாங்கோ. வேப்பம் தேவக்க வச்சு போடுவாங்க போடுவாங்க வேப்பங் புண்ணாக்கு போடுவாங்க இதெல்லாம் போட்டு மருந்துக்கு போடா மாட்டாங்க. அந்த ஓணவு சாப்பிட்டுதான் எங்களுக்கு இப்போதைக்கு ஒழைக்க முடியுது. இப்ப உள்ள ஓணவு சாப்டம்னா ஒன்னுமே பண்ண முடியாது.
